pixel_id,lat,lon,error_var,coef,std_err,pvalue,n_obs
26.2_-97.6,26.199999999999854,-97.6000000000005,wspd_error_1h,1.3820655796725363,0.4121230125978068,0.0008014341086171051,8398
26.2_-97.6,26.199999999999854,-97.6000000000005,temp_error_0h,0.9636267879894759,0.38137828141760266,0.011532433121039576,8398
26.2_-97.6,26.199999999999854,-97.6000000000005,wspd_error_0h,1.601207631418368,0.47122896658709085,0.0006821236492415839,8398
26.2_-97.7,26.199999999999854,-97.7000000000005,temp_error_1h,0.12251603795800389,0.3553185788154445,0.7302487729643763,8398
26.2_-97.7,26.199999999999854,-97.7000000000005,wspd_error_1h,1.4946776701696882,0.46005761555005464,0.0011631329281835967,8398
26.2_-97.7,26.199999999999854,-97.7000000000005,temp_error_0h,1.1223905659250033,0.36996907394616363,0.0024228328969011503,8398
26.2_-97.7,26.199999999999854,-97.7000000000005,wspd_error_0h,1.0692367718831415,0.4713636952907283,0.023330839234795953,8398
26.2_-97.8,26.199999999999854,-97.8000000000005,temp_error_1h,-0.023607486754993683,0.3596360177575061,0.9476638463842026,8398
26.2_-97.8,26.199999999999854,-97.8000000000005,wspd_error_1h,1.6905249150361683,0.4410516367208369,0.00012754920539381764,8398
26.2_-97.8,26.199999999999854,-97.8000000000005,temp_error_0h,1.0104793266895737,0.35869018137228903,0.004856757398839839,8398
26.2_-97.8,26.199999999999854,-97.8000000000005,wspd_error_0h,0.7749293464490092,0.4700460981925347,0.09926225206273975,8398
26.2_-97.9,26.199999999999854,-97.90000000000049,temp_error_1h,-0.24800929947123812,0.3563670274402825,0.4864871136592872,8398
26.2_-97.9,26.199999999999854,-97.90000000000049,wspd_error_1h,1.6198973052374024,0.43514741909521387,0.00019844574705074614,8398
26.2_-97.9,26.199999999999854,-97.90000000000049,temp_error_0h,0.9219085524596301,0.35749054798856517,0.00993040396530076,8398
26.2_-97.9,26.199999999999854,-97.90000000000049,wspd_error_0h,0.518328380658893,0.48274281765009824,0.28298127777519166,8398
26.2_-98.1,26.199999999999854,-98.10000000000048,temp_error_1h,-0.7220983407463845,0.3710078668726257,0.05165033274168129,8398
26.2_-98.1,26.199999999999854,-98.10000000000048,wspd_error_1h,1.6223317598601865,0.47274165746305186,0.0006026024601757385,8398
26.2_-98.1,26.199999999999854,-98.10000000000048,temp_error_0h,0.7646759247314197,0.35517514419511104,0.03135078783788359,8398
26.2_-98.1,26.199999999999854,-98.10000000000048,wspd_error_0h,0.26461505692760706,0.47927060630265583,0.5808806636342891,8398
26.2_-98.2,26.199999999999854,-98.20000000000047,temp_error_1h,-0.6876470380196479,0.3763243021569026,0.06769446004093593,8398
26.2_-98.2,26.199999999999854,-98.20000000000047,wspd_error_1h,1.5059470751304904,0.5139357002956146,0.003396337605280797,8398
26.2_-98.2,26.199999999999854,-98.20000000000047,temp_error_0h,0.7391064469545331,0.3574917527322582,0.038719820064929245,8398
26.2_-98.2,26.199999999999854,-98.20000000000047,wspd_error_0h,0.590918108931671,0.47152337666316163,0.21016412695078435,8398
26.2_-98.3,26.199999999999854,-98.30000000000047,temp_error_1h,-0.7316641560399696,0.3696369217693739,0.04780228452431001,8398
26.2_-98.3,26.199999999999854,-98.30000000000047,wspd_error_1h,1.4933900449369328,0.48306830555739955,0.0019982533122122614,8398
26.2_-98.3,26.199999999999854,-98.30000000000047,temp_error_0h,0.7325699557632428,0.35651507584840275,0.039928597083991324,8398
